UWI,FM_TOP,PERF,DEPTH,GR,PEF,SP,CALX,CALI,RHOB,DPSS,NPSS,DRHO,ILD,ILM,SFL,DT,TOP_U,BASE_U,THICK_U,DEPTH_AVE_U,KMAX,K90,KV,COREPHI,GD,BD,"RSO
","RSW
",LITHOLOGY,PLUG NUMBER,Phi*H,Kmax/K90,Kvert/K90,RQI,NormPhi,FZI,Binned FZI,Fractured
100042700505W400,,,118.1,82.129,,-33.086,212.81,220.792,2211.32,0.265866667,0.302,67.28,4.925,10.01,6.418,427.037,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.2,84.356,,-33.64,212.83,220.297,2209.9,0.266727273,0.296,63.44,3.125,6.792,7.227,430.528,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.3,85.396,,-34.024,212.88,219.059,2209.62,0.26689697,0.289,62.16,2.357,5.708,7.7,429.636,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.4,85.099,,-34.402,212.985,218.812,2210.04,0.266642424,0.28,64.2,2.051,5.699,7.938,428.743,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.5,84.95,,-34.93,213.225,218.812,2211,0.266060606,0.268,71.4,2.03,6.865,8.103,427.835,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.6,84.505,,-35.106,213.405,219.307,2210.84,0.266157576,0.265,75.72,2.301,8.167,8.181,426.927,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.7,83.465,,-35.294,213.645,219.802,2209.78,0.2668,0.264,80.52,2.739,9.501,8.278,426.163,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.8,83.614,,-35.51,213.905,220.297,2207.38,0.268254545,0.265,85.96,3.369,10.724,8.385,425.4,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,118.9,81.535,,-35.868,214.23,221.04,2201.24,0.271975758,0.271,92.16,4.44,12.115,8.521,425.046,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119,80.792,,-36.58,214.75,221.535,2187,0.280606061,0.286,99.2,6.43,14.369,8.73,424.693,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.1,80.347,,-37.044,215.03,222.525,2177.56,0.286327273,0.297,97.6,7.005,14.944,8.841,424.449,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.2,79.604,,-37.538,215.31,223.267,2168.36,0.29190303,0.306,94.56,7.161,14.841,8.957,424.206,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.3,78.713,,-38.026,215.6,224.257,2160,0.296969697,0.312,91.04,7.062,14.275,9.09,423.109,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.4,77.376,,-38.544,215.95,225.248,2152.04,0.301793939,0.314,87.92,6.874,13.523,9.268,422.013,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.5,75.743,,-39.2,216.45,225.99,2143,0.307272727,0.309,86,6.758,12.925,9.537,415.279,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.6,74.851,,-39.416,216.59,226.98,2141.08,0.308436364,0.302,86,6.838,13.492,9.636,408.545,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.7,73.812,,-39.638,216.685,227.723,2140,0.309090909,0.295,85.16,6.943,14.292,9.715,396.049,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.8,73.515,,-39.878,216.745,228.218,2139.56,0.309357576,0.289,83.64,7.112,15.071,9.772,383.554,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,119.9,73.812,,-40.144,216.775,228.218,2139.72,0.309260606,0.287,80.52,7.609,15.45,9.801,373.442,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120,74.109,,-40.44,216.775,228.218,2140.6,0.308727273,0.29,73.8,8.917,14.922,9.787,363.331,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.1,74.406,,-40.144,216.775,227.97,2141,0.308484848,0.295,70.28,10.235,14.197,9.758,360.113,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.2,74.109,,-39.554,216.76,227.97,2141.28,0.308315152,0.299,66.76,11.895,13.638,9.761,356.894,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.3,73.515,,-38.726,216.75,228.218,2141.52,0.308169697,0.301,62.2,13.766,13.322,9.819,358.342,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.4,72.624,,-37.54,216.74,228.218,2142.04,0.307854545,0.3,54.2,15.632,13.328,10.031,359.791,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.5,71.436,,-35.7,216.7,228.218,2143.4,0.307030303,0.294,39,17.196,13.735,10.574,361.999,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.6,70.099,,-35.228,216.68,228.465,2145.32,0.305866667,0.292,35,16.421,13.827,10.94,364.207,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.7,69.356,,-35.008,216.66,228.713,2148.08,0.304193939,0.292,35.2,15.444,13.766,11.236,367.415,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.8,68.911,,-34.968,216.64,229.208,2151.44,0.302157576,0.292,39.44,14.457,13.575,11.405,370.623,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,120.9,69.356,,-35.04,216.6,229.703,2156.02,0.299381818,0.293,49.44,13.445,13.183,11.333,375.785,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121,70.842,,-35.16,216.5,230.198,2163.3,0.294969697,0.294,68.8,12.185,12.423,10.84,380.946,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.1,72.624,,-35.144,216.46,230.693,2165.3,0.293757576,0.294,75.04,11.815,12.028,10.457,387.328,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.2,75,,-35.134,216.42,230.941,2165.98,0.293345455,0.294,76.48,11.493,11.645,10.098,393.709,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.3,76.931,,-35.162,216.39,231.436,2165.66,0.293539394,0.293,73.92,11.188,11.286,9.783,398.981,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.4,77.97,,-35.308,216.39,231.436,2164.78,0.294072727,0.293,67.76,10.792,10.892,9.51,404.253,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.5,76.634,,-35.7,216.45,231.683,2163.9,0.294606061,0.29,58,10.116,10.333,9.26,407.723,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.6,75.446,,-35.956,216.53,231.931,2165.74,0.293490909,0.287,58.96,9.802,10.13,9.26,411.193,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.7,73.812,,-36.194,216.61,231.931,2168.84,0.291612121,0.284,62.8,9.528,9.958,9.307,412.216,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.8,71.584,,-36.402,216.67,232.178,2172.92,0.289139394,0.282,68.4,9.302,9.819,9.376,413.24,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,121.9,69.653,,-36.588,216.69,232.178,2179.22,0.285321212,0.282,75.4,9.099,9.701,9.459,412.734,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122,67.871,,-36.78,216.65,232.178,2190.5,0.278484848,0.286,84.2,8.86,9.573,9.564,412.229,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.1,67.871,,-36.836,216.59,232.178,2198.34,0.273733333,0.287,83.56,8.801,9.559,9.571,409.748,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.2,67.871,,-36.874,216.545,232.178,2207.86,0.267963636,0.286,81.72,8.763,9.56,9.567,407.267,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.3,67.723,,-36.894,216.505,232.426,2218.7,0.261393939,0.282,79.64,8.74,9.574,9.557,404.154,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.4,67.723,,-36.892,216.49,232.426,2232.66,0.252933333,0.275,78.16,8.737,9.612,9.536,401.041,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.5,68.02,,-36.86,216.55,232.426,2253.7,0.240181818,0.267,78,8.762,9.697,9.494,396.661,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.6,68.168,,-36.78,216.59,232.426,2259.62,0.236593939,0.268,80.24,8.801,9.747,9.48,392.281,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.7,68.317,,-36.598,216.645,232.426,2262.78,0.234678788,0.273,82.72,8.845,9.803,9.471,388.336,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.8,68.317,,-36.286,216.685,232.673,2264.06,0.23390303,0.28,85.36,8.901,9.864,9.474,384.39,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,122.9,68.317,,-35.648,216.695,233.168,2264.7,0.233515152,0.292,88.36,8.987,9.952,9.509,382.521,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123,68.168,,-34.32,216.675,233.168,2266.3,0.232545455,0.311,92.2,9.133,10.107,9.608,380.652,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.1,67.871,,-33.68,216.595,232.426,2269.1,0.230848485,0.317,93.32,9.208,10.197,9.686,379.734,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.2,67.426,,-33.232,216.485,231.931,2272.2,0.228969697,0.321,94.92,9.278,10.293,9.781,378.817,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.3,66.535,,-33.02,216.345,231.188,2275.16,0.227175758,0.323,97.88,9.35,10.392,9.886,378.435,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.4,65.495,,-33.146,216.125,230.693,2277.94,0.225490909,0.323,105.24,9.457,10.514,10.017,378.054,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.5,64.752,,-33.77,215.725,229.95,2280.9,0.22369697,0.319,122.2,9.661,10.701,10.21,378.174,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.6,63.713,,-34.09,215.545,229.208,2282.26,0.222872727,0.313,131.96,9.776,10.78,10.301,378.294,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.7,63.119,,-34.32,215.38,228.713,2283.98,0.221830303,0.306,139.56,9.892,10.848,10.398,378.67,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.8,62.673,,-34.476,215.21,227.723,2285.86,0.220690909,0.3,143.96,9.998,10.9,10.51,379.045,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,123.9,62.079,,-34.628,214.995,226.733,2287.44,0.219733333,0.294,142.52,10.087,10.916,10.65,379.465,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124,61.337,,-34.9,214.675,225.743,2288,0.219393939,0.292,131,10.154,10.86,10.84,379.885,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.1,61.337,,-35.108,214.535,224.782,2286.16,0.220509091,0.295,119.16,10.139,10.772,10.816,380.288,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.2,61.504,,-35.298,214.44,224.085,2284.38,0.221587879,0.296,107.68,10.124,10.668,10.703,380.69,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.3,62.125,,-35.422,214.38,223.147,2283.62,0.222048485,0.294,98.16,10.12,10.574,10.52,381.165,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.4,62.751,,-35.384,214.345,221.467,2286.46,0.220327273,0.287,91.64,10.141,10.523,10.235,381.639,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.5,63.372,,-35.04,214.325,221.512,2297.1,0.213878788,0.27,88.6,10.201,10.554,9.768,377.846,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.6,64.443,,-34.76,214.265,221.565,2306.7,0.208060606,0.263,89.24,10.238,10.664,9.64,374.054,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.7,65.362,,-34.534,214.19,222.105,2316.42,0.202169697,0.256,89.28,10.27,10.805,9.597,366.29,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.8,65.987,,-34.406,214.09,223.147,2325.02,0.196957576,0.252,88.48,10.286,10.957,9.644,358.527,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,124.9,66.167,,-34.478,213.95,224.437,2331,0.193333333,0.25,86.44,10.27,11.115,9.838,357.01,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125,65.6,,-34.91,213.75,225.473,2332.6,0.192363636,0.252,82.6,10.21,11.288,10.295,355.493,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.1,64.592,,-35.326,213.73,226.674,2326.84,0.195854545,0.255,82.92,10.158,11.288,10.573,359.419,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.2,63.529,,-35.796,213.755,227.577,2318.92,0.200654545,0.26,84.08,10.111,11.245,10.809,363.344,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.3,62.736,,-36.316,213.815,228.468,2309.6,0.20630303,0.265,85.28,10.074,11.175,10.981,367.38,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.4,62.676,,-37.048,213.94,229.61,2296.96,0.213963636,0.273,86.84,10.039,11.06,11.04,371.416,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.5,62.617,,-38.32,214.2,231.016,2276.4,0.226424242,0.287,90.2,9.987,10.85,10.91,376.293,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.6,63.013,,-39.024,214.3,232.659,2266.24,0.232581818,0.29,96.6,9.95,10.739,10.751,381.171,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.7,63.551,,-39.722,214.385,234.306,2256.74,0.238339394,0.291,105.52,9.886,10.634,10.605,384.852,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.8,63.94,,-40.39,214.445,235.721,2247.9,0.24369697,0.291,115.92,9.796,10.533,10.489,388.532,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,125.9,64.488,,-41.106,214.47,237.374,2238.28,0.249527273,0.289,128.36,9.643,10.41,10.4,391.053,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126,64.73,,-42.05,214.45,238.782,2225,0.257575758,0.285,145,9.355,10.219,10.324,393.573,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.1,65.122,,-42.322,214.43,238.75,2220.52,0.260290909,0.283,148.04,9.225,10.145,10.308,395.105,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.2,65.85,,-42.51,214.425,238.75,2217,0.262424242,0.283,148.68,9.117,10.081,10.287,396.638,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.3,65.85,,-42.638,214.415,238.75,2214.52,0.263927273,0.283,148.44,9.03,10.029,10.269,396.02,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.4,65.85,,-42.746,214.4,238.5,2213.12,0.264775758,0.286,149.36,8.945,9.981,10.265,395.401,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.5,65.7,,-42.89,214.4,238,2212.8,0.264969697,0.289,154,8.827,9.923,10.295,394.209,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.6,65.7,,-43.018,214.4,237.75,2213.84,0.264339394,0.29,156.4,8.756,9.893,10.371,393.017,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.7,66.3,,-43.158,214.43,237.25,2215.18,0.263527273,0.29,157.36,8.681,9.859,10.448,391.916,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.8,67.05,,-43.27,214.46,236.75,2216.62,0.262654545,0.29,156.48,8.607,9.815,10.517,390.815,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,126.9,67.65,,-43.25,214.485,236.5,2218.22,0.261684848,0.291,151.88,8.533,9.747,10.558,389.792,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127,67.65,,-42.93,214.525,236,2220.3,0.260424242,0.291,140.2,8.446,9.626,10.535,388.768,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.1,67.65,,-42.498,214.465,235.495,2221.26,0.259842424,0.29,132.36,8.427,9.576,10.458,387.583,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.2,67.196,,-41.994,214.315,235.234,2222.1,0.259333333,0.29,125.36,8.418,9.537,10.381,386.397,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.3,67.339,,-41.482,214.035,233.229,2222.58,0.259042424,0.29,120,8.418,9.509,10.324,385.107,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.4,68.079,,-40.954,213.395,230.231,2221.3,0.259818182,0.291,118.6,8.435,9.506,10.312,383.816,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.5,68.371,,-40.33,211.975,227.24,2215.7,0.263212121,0.295,125,8.485,9.555,10.381,382.196,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.6,68.81,,-40.21,211.075,226.243,2210.9,0.266121212,0.295,139.72,8.56,9.626,10.465,380.576,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.7,69.099,,-40.162,210.22,225,2200.94,0.272157576,0.294,160.68,8.67,9.735,10.551,378.105,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.8,69.24,,-40.178,209.46,222.772,2191.26,0.278024242,0.289,184.84,8.828,9.898,10.625,375.634,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,127.9,68.933,,-40.328,208.775,221.04,2188.64,0.279612121,0.279,207.6,9.141,10.249,10.693,365.701,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128,68.328,,-40.76,208.075,219.554,2201.2,0.272,0.259,222.8,9.805,11.041,10.78,355.768,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.1,67.131,,-41.104,207.955,217.312,2220.64,0.260218182,0.248,197.2,10.289,11.752,10.924,327.792,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.2,65.787,,-41.418,207.88,215.557,2252.14,0.241127273,0.234,155.4,10.862,12.686,11.239,299.815,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.3,64.588,,-41.638,207.82,214.788,2303.94,0.209733333,0.217,103.96,11.55,13.877,11.819,275.588,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.4,63.535,,-41.578,207.745,214.266,2390.5,0.157272727,0.193,47.56,12.66,15.923,13.439,251.36,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.5,62.481,,-40.93,207.625,213.749,2532.5,0.071212121,0.152,-11,14.785,19.982,17.548,227.969,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.6,61.275,,-40.154,207.625,213.723,2576.58,0.04449697,0.136,3.24,16.241,22.726,22.016,204.578,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.7,60.514,,-39.264,207.64,213.7,2601.82,0.0292,0.123,24.92,17.945,25.823,28.715,202.16,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.8,60.052,,-38.336,207.68,213.674,2611.82,0.023139394,0.113,45.96,19.906,29.243,38.078,199.743,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,128.9,59.59,,-37.278,207.79,213.648,2606.68,0.026254545,0.105,61.4,22.704,33.782,52.751,199.316,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129,59.129,,-35.83,208.05,213.625,2583,0.040606061,0.099,69.4,27.481,41.061,77.594,198.89,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.1,59.116,,-35.35,208.25,213.614,2563.16,0.052630303,0.099,60.76,29.315,42.991,81.667,211.564,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.2,59.406,,-34.972,208.48,213.614,2538.46,0.0676,0.1,48.04,30.393,42.927,81.735,224.238,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.3,60,,-34.688,208.73,213.861,2508.5,0.085757576,0.103,34.12,30.547,40.908,78.714,233.576,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.4,61.496,,-34.49,209.05,214.109,2462.94,0.113369697,0.109,22.32,29.178,36.147,69.826,242.913,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.5,63.886,,-34.37,209.55,214.356,2381.5,0.162727273,0.122,16.4,25.248,27.029,48.599,256.342,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.6,67.018,,-34.458,209.83,214.851,2344.22,0.185321212,0.133,30.48,22.788,23.375,36.992,269.772,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.7,70.292,,-34.63,210.11,215.347,2308.74,0.206824242,0.146,49.36,20.499,20.392,27.918,285.033,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.8,72.965,,-34.882,210.41,216.089,2278.58,0.22510303,0.162,68.56,18.452,18,21.282,300.293,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,129.9,75.335,,-35.322,210.81,216.832,2254.46,0.239721212,0.185,84.32,16.34,15.812,16.377,322.783,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130,76.67,,-36.17,211.45,217.079,2234.3,0.251939394,0.227,93.6,13.484,13.129,11.886,345.272,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.1,77.855,,-36.57,211.75,217.574,2237.42,0.250048485,0.246,86.4,12.382,12.161,11.113,357.055,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.2,78.898,,-36.832,212.005,217.822,2244.98,0.245466667,0.258,77.88,11.401,11.289,10.724,368.837,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.3,79.793,,-36.872,212.225,218.317,2255.62,0.239018182,0.265,70.12,10.531,10.506,10.578,372.808,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.4,80.985,,-36.364,212.43,218.812,2270.16,0.230206061,0.266,64.76,9.628,9.666,10.457,376.778,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.5,83.071,,-34.74,212.65,218.812,2291.6,0.217212121,0.262,63,8.414,8.492,10.07,375.625,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.6,85.303,,-33.42,212.71,219.059,2294.8,0.215272727,0.262,66.2,8,8.074,9.498,374.471,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.7,87.977,,-32.07,212.755,219.059,2292.42,0.216715152,0.263,68.68,7.658,7.733,8.87,376.505,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.8,90.051,,-30.838,212.795,218.812,2285.06,0.221175758,0.264,69.56,7.37,7.461,8.272,378.539,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,130.9,91.534,,-29.782,212.85,219.307,2270.38,0.230072727,0.267,67.8,7.067,7.204,7.73,382.531,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131,93.017,,-28.87,212.95,219.802,2243.1,0.246606061,0.271,62.2,6.635,6.865,7.208,386.524,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.1,93.605,,-28.982,213.09,221.04,2231.82,0.253442424,0.273,58.84,6.429,6.705,7.219,393.843,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.2,94.05,,-29.214,213.29,222.525,2222.64,0.259006061,0.275,55.96,6.229,6.531,7.306,401.162,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.3,94.5,,-29.466,213.54,223.762,2215.16,0.263539394,0.276,53.8,6.034,6.349,7.42,405.804,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.4,95.1,,-29.648,213.9,224.505,2207.36,0.268266667,0.276,52.76,5.814,6.118,7.476,410.446,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.5,95.4,,-29.68,214.5,224.752,2195.6,0.275393939,0.274,53.4,5.503,5.752,7.356,412.703,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.6,95.55,,-29.48,214.7,225.495,2189.28,0.279224242,0.274,55.16,5.395,5.606,7.122,414.96,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.7,95.55,,-29.22,214.84,225.743,2183.08,0.282981818,0.275,57.04,5.307,5.485,6.862,416.343,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.8,94.65,,-28.924,214.92,225.743,2177.4,0.286424242,0.278,58.64,5.235,5.388,6.611,417.726,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,131.9,93.45,,-28.536,214.94,225,2172.38,0.289466667,0.286,59.44,5.166,5.31,6.377,417.526,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132,92.25,,-27.92,214.9,225,2167.9,0.292181818,0.302,58.8,5.075,5.236,6.141,417.326,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.1,90.9,,-27.68,214.86,224.985,2169.98,0.290921212,0.311,57.04,5.038,5.225,6.145,416.765,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.2,89.109,,-27.5,214.82,224.962,2174.64,0.28809697,0.318,55.04,5.012,5.222,6.184,416.204,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.3,87.475,,-27.396,214.76,223.945,2181.68,0.283830303,0.322,53.2,4.997,5.23,6.246,412.424,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.4,85.99,,-27.424,214.635,222.932,2193.44,0.27670303,0.324,51.44,5.007,5.267,6.327,408.643,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.5,85.396,,-27.68,214.375,221.668,2214.8,0.263757576,0.321,49.2,5.07,5.368,6.43,400.422,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.6,85.099,,-27.96,214.215,221.15,2223.84,0.258278788,0.317,48.24,5.146,5.464,6.454,392.201,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.7,85.099,,-28.324,214.025,220.381,2230.48,0.254254545,0.314,47.76,5.234,5.58,6.489,387.059,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.8,85.099,,-28.764,213.835,219.863,2234.32,0.251927273,0.311,48.16,5.337,5.716,6.549,381.918,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,132.9,84.802,,-29.44,213.61,219.341,2234.3,0.251939394,0.308,50.68,5.489,5.909,6.702,378.542,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133,84.059,,-30.68,213.25,219.566,2228.7,0.255333333,0.305,57.4,5.752,6.238,7.07,375.165,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.1,83.168,,-31.312,213.13,219.554,2223.9,0.258242424,0.303,61.08,5.903,6.397,7.32,373.889,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.2,82.129,,-31.878,213.04,219.554,2219.34,0.261006061,0.299,63.08,6.068,6.555,7.553,372.612,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.3,81.683,,-32.382,212.98,219.554,2215.42,0.263381818,0.295,63.32,6.247,6.717,7.744,373.165,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.4,81.238,,-32.96,212.975,219.554,2212.22,0.265321212,0.29,63,6.49,6.931,7.889,373.718,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.5,80.792,,-33.88,213.075,219.802,2209.5,0.266969697,0.285,64.6,6.896,7.295,8.006,375.774,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.6,79.901,,-34.472,213.135,220.05,2208.3,0.26769697,0.288,72.44,7.098,7.486,8.065,377.83,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,,,133.7,79.01,,-35.13,213.195,220.05,2206.26,0.268933333,0.293,83.16,7.277,7.678,8.17,380.208,,,,,,,,,,,,,,,,,,,,,,
